"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 19 15:41:28 MSK 2025","Sat Jul 19 15:41:35 MSK 2025","6484","","UiTests.tests.auth.LoginTests","","UiTests.tests.auth.LoginTests","negativeLogin","Негативные кейсы логина Username > 39 символов",""
"passed","Sat Jul 19 15:51:56 MSK 2025","Sat Jul 19 15:51:57 MSK 2025","1421","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","registerWithEmptyEmail","Регистрация с пустым email",""
"passed","Sat Jul 19 15:40:06 MSK 2025","Sat Jul 19 15:40:13 MSK 2025","6858","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password Спецсимволы",""
"passed","Sat Jul 19 15:50:51 MSK 2025","Sat Jul 19 15:50:55 MSK 2025","4886","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password Двойной @",""
"passed","Sat Jul 19 15:47:40 MSK 2025","Sat Jul 19 15:47:50 MSK 2025","9457","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Username только цифры",""
"passed","Sat Jul 19 15:51:38 MSK 2025","Sat Jul 19 15:51:39 MSK 2025","1376","","apiTests.UserAccountApiTests.UserAccountApiTests","","apiTests.UserAccountApiTests.UserAccountApiTests","checkLoginAndSaveToken","Логин и сохранение токена",""
"passed","Sat Jul 19 15:39:14 MSK 2025","Sat Jul 19 15:39:21 MSK 2025","6812","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","negativeForgotPassword","Негативные кейсы Forgot Password SQL UNION",""
"passed","Sat Jul 19 15:38:25 MSK 2025","Sat Jul 19 15:38:35 MSK 2025","9196","","UiTests.tests.auth.ForgotPasswordTests","","UiTests.tests.auth.ForgotPasswordTests","sendingResetPasswordByEnter","Сброс пароля по Enter",""
"passed","Sat Jul 19 15:46:22 MSK 2025","Sat Jul 19 15:46:29 MSK 2025","6197","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","negativeRegistration","Проверка ошибок при регистрации Username < 3 символов",""
"passed","Sat Jul 19 15:45:44 MSK 2025","Sat Jul 19 15:45:50 MSK 2025","6269","","UiTests.tests.auth.RegisterTests","","UiTests.tests.auth.RegisterTests","registerWithThreeCharUsername","Регистрация с username из 3 символов",""
"failed","Sat Jul 19 15:51:27 MSK 2025","Sat Jul 19 15:51:28 MSK 2025","711","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","createNoteWithInvalidContentType","Создание заметки с некорректным Content-Type",""
"failed","Sat Jul 19 15:45:10 MSK 2025","Sat Jul 19 15:45:11 MSK 2025","307","","apiTests.NotesApiTests.NotesApiTests","","apiTests.NotesApiTests.NotesApiTests","updateNoteWithEmptyBody","Обновление заметки без тела запроса",""
